character,text,goodness,priority,if_dead
ron weasley,"Thank you Nigel.
Not now Nigel. Later. Go on.
I told him I'd get him Harry's autograph. Oh look mum's sent me something. Mum sent me a dress??",Good,3,Undead
ron weasley,"Ginny these must be for you.
What are you on about?
Dress robes? for what?",Good,3,Undead
ron weasley,"Something's about to burst out of Hilary but I don't think it's a swan.
Where?
Blimey Harry, you slayed dragons. If you can't get a date who can?",Good,3,Undead
ron weasley,"This is mad. At this rate we'll be the only ones in our year without dates.
Well, us and Neville!
Now I'm really depressed.",Good,3,Undead
ron weasley,"Well Hermione, you're a girl.
Come on. It's one thing for a bloke to show up alone. For a girl it's just sad.
Bloody hell.",Good,3,Undead
ron weasley,"Look. We've just got to grit our teeth and do it. Tonight when we get back to the common room, we'll both have partners. Agreed?
There she was walking by. You know I like it when they walk. I couldn't help it, it just sort of slipped out.
What else? I ran for it. I'm not cut out for this Harry. I don't know what got into me.",Good,3,Undead
ron weasley,"Bloody hell.
What are those??
Well they're alright. No lace, no dodgy little collar.",Good,3,Undead
ron weasley,"Traditional?? They're ancient! I look like my great aunt Tessie.
I smell like my great aunt Tessie. Murder me Harry.
Poor kid, bet she's alone in her room crying her eyes out.",Good,3,Undead
ron weasley,"Hermione of course. Come on Harry, why'd you think she wouldn't tell us who she's coming with?
Because nobody asked her. I would have taken her myself if she weren't so bleeding proud.
No. Absolutely not.",Good,3,Undead
ron weasley,"No, we'd NOT care to join you and Viktor.
He's a Durmstrang. You're fraternising with the enemy.
Hrmph, I think he's got a bit more than friendship on his mind.",Good,3,Undead
ron weasley,"No.
He's using you.
Doubt it. He's way too old.",Good,3,Undead
ron weasley,"Yeah that is what I think.
Go on.
Well that's completely off the point. Harry...",Good,3,Undead
ron weasley,"They get scary when they get older.
Well... yeah... a bit
Merci.",Good,3,Undead
ron weasley,"Blimey even when you go wrong it turns out right.
We're still misfits.
Do you think we'll ever just have a quiet year at Hogwarts?",Good,3,Undead
ron weasley,"Well I won't. You know I won't!
Let him breathe, Hermione!
Good to see you, mate.",Good,3,Undead
ron weasley,"We wanted to, mate, we really did, but he thought they would get intercepted. There is an awkward silence.
He thought you would be safest there.
We've only seen him twice, and not for very long. He's really busy.",Good,3,Undead
ron weasley,"It's not that fun, mate. Mum won't let us anywhere near the meetings.
We've already told you, we're not privyed to the meetings. But we do know a few things.
What does he get a hug for?",Good,3,Undead
ron weasley,"Oh, sure, that's why.
Me? Jealous? Of course not, it just doesn't seem fair that you hug one friend more than the other, is all...
Come on, lets go back downstairs!",Good,3,Undead
ron weasley,"What if he were still on his...
What if he's still on his mission from Dumbledore?
You reckon she's here to spy on us?",Good,3,Undead
ron weasley,"Well, Harry, shall we start on Snape's report?
Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!
Harry--bloody hell!",Good,3,Undead
ron weasley,"You said she was making you do lines!
Always knew she was a bit fishy.
""The Hog's Head,"" Hermione?",Good,3,Undead
ron weasley,"Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!
She can't!
Or somebody at the meeting could have blabbed to her.",Good,3,Undead
ron weasley,"She doesn't look very good.
I'm going to resign.
I'm horrible! I should never have joined.",Good,3,Undead
ron weasley,"This is the worst day of my life.
Come off it, Hagrid! We're not blind!
A month?",Good,3,Undead
ron weasley,"So...no giants are coming?
Lockhart didn't teach as much as prune himself.
Get McGonagall! Go!",Good,3,Undead
ron weasley,"Harry! HARRY!
So you're saying this weapon You- Know-Who's after is in the Department of Mysteries?
But why the Department of Mysteries?",Good,3,Undead
ron weasley,"Bloody hell!
No way. Quidditch practice. If I don't show up, Angelina'll go mad.
You all right?",Good,3,Undead
ron weasley,"To the Department of Mysteries?
Yeah. They can't just waltz into the Ministry of Magic!
Shut up, Malfoy!",Good,3,Undead
ron weasley,"Stupify!
That's just what we were wondering.
So, how do we get to the Ministry?",Good,3,Undead
ron weasley,"What are what?
And what about those of us who can't see them? Luna comes over to them.
Never again...",Good,3,Undead
ron weasley,"What do you mean, people?
Harry, have you seen this?
Er...it's got your name on it.",Good,3,Undead
ron weasley,"Hiyya, Harry.
Good as new, mate.
Yeah ?",Good,3,Undead
ron weasley,"Harry?  Did someone say Harry?
'Course not.  Think I'd know if my best friend was in my room, wouldn't I?
Harry!",Good,3,Undead
ron weasley,"You've a bit of...
Mum sort of lost it last week. Said Ginny and I had no business going back to Hogwarts.  That it's too dangerous.
Anyway, Dad stepped in, told her she was being barmy.  Took a day or two, but she came round.",Good,3,Undead
ron weasley,"A hundred and fifty.  Give or take a few years.
How much for this?
How much for me?",Good,3,Undead
ron weasley,"But I'm your brother!
C'mon. Let's go.
Hi.",Good,3,Undead
ron weasley,"Fred reckons people need a laugh these days.
Is it just me?  Or do Draco and mummy look like two people who don't want to be followed?
What're they playing at?",Good,3,Undead
ron weasley,"Hey.  Where's Hermione?
Harry, where is she?
Bloody hell.",Good,3,Undead
ron weasley,"One of what?
You're barking.  What would You- Know-Who want with a sod like Malfoy?
It's a creepy shop.  He's a creepy bloke.",Good,3,Undead
ron weasley,"Probably on the platform.  C'mon.
Don' you worry.  He'll be 'long soon 'nuff --
Oi!  Turn around, you lunatic.",Good,3,Undead
ron weasley,"Looks like his own this time.
Sorting Hat urged us all to be brave and strong in these troubled times -- easy for it to say -- it's a hat, isn't it?  First Years seemed to enjoy it, though. Wankers. Filch give you the wand outside?
That was cheerful.",Good,3,Undead
ron weasley,"But I don't want to take Potions!
Ron Weasley, sir.  But I'm dead awful at Potions, a menace actually, so I probably should just be going --
Hard feelings?",Good,3,Undead
ron weasley,"Really?  Strapping guy like you, you've got a Beater's build, don't you think?  Keeper needs to be agile, quick --
Have to admit, thought I was going to miss that last one.  Hope Cormac's not taking it too hard.
Has a bit of a thing for you, Hermione.  Cormac.",Good,3,Undead
ron weasley,"Not bloody likely.  He's top of the class.  Even better than you, Hermione.  Slughorn thinks he's a genius.
What?
The who?",Good,3,Undead
ron weasley,"Yeah. Right. Well, it's true.  I like a nice chat before I go to bed.  Now you're always reading that bloody book.  It's like being with Hermione.
The library.
Spider?  About six feet tall?  Ten feet wide?",Good,3,Undead
ron weasley,"Barking.  Does he not remember that raving arachnid tried to eat us? What?
O-kay.
Aw, bloody hell...",Good,3,Undead
ron weasley,"I'd like to leave.
That happens to be my sister.
What're you playing at?",Good,3,Undead
ron weasley,"Get to know him?
Um... You've got a little...
Bit worried about her.  Did you hear that rubbish she was talking back in the pub?  Her and me snogging.  Ha.  As if...",Good,3,Undead
ron weasley,"Harry, she's swallowing her tongue --
Believe me, Professor, I've been asking myself the same question for six years.
What do you suppose Dean sees in her?  Ginny.",Good,3,Undead
ron weasley,"Dean?  He's brilliant.
Yeah, well, he was running his hands all over my sister, wasn't he?  Something snaps.  You've got to hate him.  You know, on principle.
So what is it?  He sees in her?",Good,3,Undead
ron weasley,"Attractive?
Skin?  You're saying Dean's dating my sister because of her skin?
Hermione's got nice skin. Wouldn't you say?  As skin goes, I mean.",Good,3,Undead
ron weasley,"Right.
So.  How was it?
Your dinner party.",Good,3,Undead
ron weasley,"I expect you'll be going with McLaggen.  Isn't he a member of the Slug Club?
Really?
I'm resigning.  After today's match.  McLaggen can have my spot.",Good,3,Undead
ron weasley,"Sure...
C'mon, Harry.  We've got a game to win.
What's with the birds?",Good,3,Undead
ron weasley,"Look, I can't help it if she's got her knickers in a twist.  What Lav and I have -- well, let's just say there was no stopping it.  It's chemical.  Will it last?  Who knows?  Point is, I'm a free agent.
Unbreakable Vow.  You're sure that's what Snape said.
It's just, well, you can't break an Unbreakable Vow.",Good,3,Undead
ron weasley,"No, you don't understand -- Oh, bloody hell...
All she wants to do is snog me. My lips are getting chapped. Look.
You die.",Good,3,Undead
ron weasley,"Lav, c'mon. Of course I'll wear it.
It's beautiful, isn't it?  The moon.
It was on your bed.  The box. Thought I'd try one...",Good,3,Undead
ron weasley,"I can't stop thinking about her, Harry.
She could never annoy me.  I think... I think I love her.
Do you think she knows I exist?",Good,3,Undead
ron weasley,"Snogging?  Who're you talking about?
Romilda, of course.  Romilda Vane.
It's no joke!  I'm in love with her!",Good,3,Undead
ron weasley,"No.  Can you introduce me?
How do I look?
Where's Romilda?",Good,3,Undead
ron weasley,"Hello, darling.  Fancy a drink?
What's this?
What happened to me?",Good,3,Undead
ron weasley,"I feel really... bad.
These girls are gonna kill me, Harry.
Er... My... Nee... Er!  My!  Nee!",Good,3,Undead
ron weasley,"Huh?
Tell me again how I broke up with Lavender?
Don't get me wrong.  I'm bloody thrilled to be shot of her.  It's just she seems... a bit put out.",Good,3,Undead
ron weasley,"Well... there is... something. But no.  It can't be.  Besides, I was completely boggled, wasn't I?
So.  Did you and Ginny do it?
You know.  Hide the book.",Good,3,Undead
ron weasley,"Still no luck with Slughorn, I take it?
No.
No.  I got an owl from Dad this morning.  The one at Borgin & Burke's?  It's still there.",Good,3,Undead
ron weasley,"Good luck, mate.
What are those?
C'mon.  Mum's got dinner ready.",Good,3,Undead
ron weasley,"Never done that before, have we?
I knew Ginny was lying about that tattoo.
Hey ya -- Well... thanks.",Good,3,Undead
ron weasley,"Always the tone of surprise.
Going somewhere?
For you?  You think Madeye died for you?  You think George took that curse for you?  You may be the Chosen One, mate, but this is a whole lot bigger than that.",Good,3,Undead
ron weasley,"And leave Hermione?  Are you mad? We wouldn't last two days without her.
Don't tell her I said that. Besides, you've still got the Trace on you.  And there's the wedding...
Bill and Fleur.  Mum's been planning it for months.  Only thing that's kept her sane, I reckon.  She'll kill me if I miss it.  Kill you too.  Rather go face to face with You-Know-Who if I'm honest.",Good,3,Undead
ron weasley,"Tonight's not the night, mate. You'd only be doing him a favor.
Do you think he knows?
I mean, they're bits of his soul, the Horcruxes.  Bits of him.  When Dumbledore destroyed the ring and you destroyed Tom Riddle's diary all those years ago -- he must've felt something right?",Good,3,Undead
ron weasley,"What I'm saying is, if we do this thing right, if we find the Horcruxes and begin to destroy them one by one...
Won't he know he's being hunted?
Dunno.  But something tells me he didn't come to give away the bride.",Good,3,Undead
ron weasley,"Dumbledore?  And me?  I dunno. I reckon I was just another Weasley to him.  He was always polite --
Dumbledore left this?  For me? Brilliant.  Er -- what is it?
Wicked.",Good,3,Undead
ron weasley,"Mum used to read me those!  The Wizard and the Hopping Pot, Babbitty Rabbity and her Cackling Stump...
Oh, c'mon!  Beedle's stories are famous!  Babbity Rabbitty? No...?
Where are we?",Good,3,Undead
ron weasley,"How the ruddy --
You're amazing, you are.
They were after you, mate.  We'd just put everyone in danger going back.",Good,3,Undead
ron weasley,"What she said.
So where do we go from here?  The Leaky Cauldron?
By the way -- these jeans?  Not my favorite.  Bit tight.",Good,3,Undead
ron weasley,"This is Dolohov.  I recognize him from the wanted posters.
So what do we do with you, huh? Kill us if it was turned round, wouldn't you?
Suppose it's him that did Mad-Eye. How would you feel then?",Good,3,Undead
ron weasley,"You're the boss. Hermione?
You're the best with spells.
Can't be. The Trace breaks at seventeen. It's Wizarding law.",Good,3,Undead
ron weasley,"What?
We've got to get off the streets, get somewhere safe.
What was that about?",Good,3,Undead
ron weasley,"Good!  Tell him from me he's a git!
Hey!  I think you two better come down here.
The two clinging to the tree are Death Eaters for sure.  Dunno 'bout the bloke on the bench. Can't see us, of course.  But we'll have to be careful coming and going.  C'mon.  There's something else you need to see.",Good,3,Undead
ron weasley,"R.A.B. was Sirius' brother?
Kreacher...
You're a thief, Dung.  Everyone knows it.",Good,3,Undead
ron weasley,"Wicked trainers.
Piece of advice.  Let's not rehash old times.  Got it... mate?
No.  He's worried he should have got more money for it.",Good,3,Undead
ron weasley,"Right. So let's do it.  Who gets who?
The world's mental.  Come on, drink up.  We've got a Horcrux to find.
In case you're interested, I'm Reg Cattermole, Magical Maintenance Department.",Good,3,Undead
ron weasley,"Oh... yeah.  Thanks.
What do you reckon he meant by 'Good luck.'?
That's bloody disgusting.",Good,3,Undead
ron weasley,"I gotta tell you, I'm starting to freak out a bit.
They're not Ministry.  They're Snatchers.  They hunt Muggle-borns and blood-traitors for a price.
Really?  Have you tried an umbrella?",Good,3,Undead
ron weasley,"Downstairs...?
Oh my god.  What am I going to do? My wife's all alone downstairs?
No, that's mad.  You two find Umbridge.  I'll be fine.  But how do I stop it raining?",Good,3,Undead
ron weasley,"Finite Incantatem, okay.  And if that doesn't work...?
M-morning.
Harry!  Blimey, I forgot what you looked like.  Where's Hermione?",Good,3,Undead
ron weasley,"Bloody cold down here.
What is it?
'Tis, isn't it?  This'll be one to tell the kids.",Good,3,Undead
ron weasley,"Mary.  Go home.  Get the kids. I'll... I'll meet you there.  We have to get out the country, understand?
Mary!  Do as I say!
I'm sorry.  It's just --",Good,3,Undead
ron weasley,"Long story.  Nice meeting you.
Piss off.
No, don't!  Don't say it!",Good,3,Undead
ron weasley,"It's taboo -- You-Know-Who's name. That's how they track people now. It's how they found us in the cafe that night.
I overheard a bloke from the Enforcement office talking about it at the Ministry.  Blimey, what's that smell?
Not bloody likely.  Smells like something Ginny would cook.",Good,3,Undead
ron weasley,"Is that it?
... alive.
It's angry.",Good,3,Undead
ron weasley,"Seems strange, mate.  Dumbledore sends you off to find a load of Horcruxes, but doesn't bother to tell you how to destroy them. Doesn't that bother you?
I'm hungry.
Leave it.",Good,3,Undead
ron weasley,"Mum can make food appear out of thin air.
Oh, speak English, can't you?
I said leave it.",Good,3,Undead
ron weasley,"Yeah.  Brilliant.  Only, correct me if I'm wrong... wasn't that yesterday's plan?  And the day before that?  And the day before that?  Walk.  Sleep.  Walk. Sleep.
He doesn't know what he's doing, does he?
Wizards were here.",Good,3,Undead
ron weasley,"The sword was stolen.
Yeah, I'm still here.  But you two carry on.  Don't let me spoil your fun.
Problem?  There's no problem.  Not according to you, anyway.",Good,3,Undead
ron weasley,"All right, I'll spit it out. Don't expect me to skip up and down because now there's some other damn thing we've got to find.
Yeah, I thought I did too.
No, I just reckoned after all this time, we'd have actually achieved something.  I reckoned you knew what you were doing.  I reckoned Dumbledore had told you something worthwhile! I reckoned you had a plan!",Good,3,Undead
ron weasley,"Yeah, and we're about as near getting rid of it as we are to finding the rest of them, aren't we!
Don't lie!  You said it, too, you said you were disappointed --
Do you know why I listen to that radio, every night?  Do you!  To make sure I don't hear Ginny's name or Fred or George or Mum or --",Good,3,Undead
ron weasley,"And you?
Are you staying?  Or coming?
Fine.  I get it.  I saw you two the other night.  Yeah, that's right.  Didn't know I knew, did you?",Good,3,Undead
ron weasley,"Are -- you -- mental?
Well, yeah.  Bit obvious, I'd think.
No.  I reckoned it was you.",Good,3,Undead
ron weasley,"Right.  Antlers.
No, I... I did think maybe I saw something -- when I was running -- over there --
Anything?",Good,3,Undead
ron weasley,"And we did, didn't we?
What?  No.  Harry.  That thing's bad for me.  I can't handle it. I'm not making excuses for how I acted, but that thing affects me more than it affects you and Hermione.  It made me think stuff -- stuff I was thinking anyway, but it made everything worse.
No.  I can't --",Good,3,Undead
ron weasley,"I'm sorry.  I'm sorry I left.
Saving your life.
And just think of it.  Only three to go.",Good,3,Undead
ron weasley,"Hey.
Wo -- hey -- ouch!
How come he's got your wand?",Good,3,Undead
ron weasley,"No, of course not.  I only destroyed a bloody freaking Horcrux!  Why would that change anything!  Do you know what it was like for me to hear those words coming from you!  To see you doing those things --
Look, I wanted to come back the minute I'd left.  I just... didn't know how to find you.
With this.",Good,3,Undead
ron weasley,"It doesn't just turn off lights. I don't know exactly how it works, but Christmas morning I -- I was sleeping -- in this little pub-- I'd given some Snatchers the slip the night before, me being a blood- traitor and all -- anyway, I was sleeping when I heard it...
A voice.
Your voice, Hermione.  Coming out of this.",Good,3,Undead
ron weasley,"My name.  Just my name.  Like a whisper.
So I took this and I clicked it and this tiny ball of light appeared.  And I knew.
Just knew.  On account of Hermione's voice.  And sure enough, it floated toward me, the ball of light, right to my chest and then -- went straight through -- right here.",Good,3,Undead
ron weasley,"I could feel it inside me.  It was warm, like the first sip of a good cup of tea.  And I knew it would take me where I needed to go.
So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did.
I've always liked it.  These flames Hermione makes.",Good,3,Undead
ron weasley,"How long you reckon she'll stay mad at me?
It was true.  Every word.
Bloody hell.  I just realized. You need a wand, right?",Good,3,Undead
ron weasley,"Well, I've got one.  Here.  It's Blackthorn, ten inches, nothing special, but I reckon it'll do.  I took it off a Snatcher a few weeks back.
Don't tell Hermione, but they're a bit dim, Snatchers.  This one was definitely part Troll.  The smell off him...
Wo.",Good,3,Undead
ron weasley,"Nothing.
Maybe a bit more practice, eh?
All right.",Good,3,Undead
ron weasley,"But what does it mean?
I think Hermione's right.  I think we ought to go and see Lovegood. What say we vote on it?  Those in favor...
Sorry, Harry.  Looks like it's Hermione and me this time.",Good,3,Undead
ron weasley,"Luna?
Keep off the dirigible plums.
Aren't you the one who keeps telling everyone it's their first duty to help Harry?",Good,3,Undead
ron weasley,"He's mental.  Let's face it. Luna's always good value, but she's nutty as squirrel poo.
Well, yeah, of course.  It's massive, isn't it?
Yeah, all right...",Good,3,Undead
ron weasley,"The what?
Yes.
Midnight.  Mum always said midnight. But twilight's fine.  Better actually.",Good,3,Undead
ron weasley,"Let's get out of here once he's back.  I'm not touching this stuff, hot or cold.
The Wand.
You're supposed to say the Cloak, but who wants to spend all day being invisible.  Dead boring if you ask me.  But an unbeatable wand!",Good,3,Undead
ron weasley,"Yeah, but imagine what a short wicked life you'd lead.
Not like Harry's.  I've seen a fair few.  Dad used to bring home the ones the Ministry confiscated from petty thieves and the like. They always got holes or tears. Harry's is different.  It's perfect.
You forgot the water.",Good,3,Undead
ron weasley,"For the tea.
Nooooooooo!
That treacherous old bleeder!  Is there no one we can trust!",Good,3,Undead
ron weasley,"I'll do the enchantments.
Don't touch her!
Stan Shunpike.",Good,3,Undead
ron weasley,"Weasley... Barney Weasley.
Piss off!  Arthur Weasley's ten times the wizard you are!
What are we gonna do? We can't leave Hermione alone with her.",Good,3,Undead
ron weasley,"We have to do something.
Let her go.
Works for me.",Good,3,Undead
ron weasley,"Shell Cottage on the outskirts of Tinworth. Trust me.
Like hell.
Expellliarmus!",Good,3,Undead
ron weasley,"Then you're on our side.
Who put it there? The fake.
And if we find one? How're we supposed to destroy it if we've given Griphook the sword?",Good,3,Undead
ron weasley,"You're sure it's hers?
You heard Ollivander. It's Harry's now.
How will we know what it is when we get in there? After all, a Horcrux can be anything.",Good,3,Undead
ron weasley,"That's a bit scary.
Always good value. I'll miss her.
What d'you think?",Good,3,Undead
ron weasley,"You want to tell me what that is?
You mean he could see you?
Go on.",Good,3,Undead
ron weasley,"Bloody hell... that's a sight.
Hideous.
Couldn't do anything about that bit in the back that's always flipping up, could you? Dead annoying --",Good,3,Undead
ron weasley,"Never mind. I'm good.  That is you in there, isn't it?
Hey. Easy.
What do you mean?",Good,3,Undead
ron weasley,"Harry, what do we do? Harry...?
What's that? Up ahead.
You don't say.  Just out of interest... is there any other way out of here?",Good,3,Undead
ron weasley,"Imperio!
No. It's not possible...
Bloody hell. That's a Welsh Green.",Good,3,Undead
ron weasley,"It's been trained to expect pain when it hears the noise.
Lumos !
Blimey...",Good,3,Undead
ron weasley,"Is it here, Harry? Can you feel anything?
Keep going!
The cup!",Good,3,Undead
ron weasley,"Foul little git. Least we've got Bogrod.
That's unfortunate.
You're asking us? You're the brilliant one.",Good,3,Undead
ron weasley,"That's your idea?
That was brilliant! BRILLIANT!
Bloody hell.",Good,3,Undead
ron weasley,"I say we jump!
Never mind! What did you see?
What happens when he finds out four are gone?",Good,3,Undead
ron weasley,"What?
'Fraid he's right. One problem: Snape's Headmaster now. We can't just walk in the front door.
Maybe it's because of the Horcruxes. Maybe he's growing weaker. Maybe he's dying.",Good,3,Undead
ron weasley,"What's he mean by that?
Did you get a look at him! Fora second I thought it was --
Who's that with her? Bloody hell...",Good,3,Undead
ron weasley,"I don't remember this being on the Marauder's Map.
Excuse me. But would someone tell me: what's a bloody diadem?
Six months she hasn't seen me and it's like I'm Frankie First Year. I mean, I'm only her brother.",Good,3,Undead
ron weasley,"Shut up, Seamus.
Harry, Hermione and I have been thinking. It doesn't really matter if we find the Horcrux.
So we were thinking --",Good,3,Undead
ron weasley,"You destroyed Tom Riddle's Diary with a Basilisk fang, right? Well, we know where we might find one, don't we?
Harry talks in his sleep. Haven't you noticed?
I've never got this far before.",Good,3,Undead
ron weasley,"Me too. Hermione: I didn't expect it to be like this.
You do it.
Yes, you can.",Good,3,Undead
ron weasley,"Bloody hell. We/'ll never find him on this.
Brilliant.
Let's go.",Good,3,Undead
ron weasley,"RUN! Goyle's set the bioody place on fire!
Serves him right.
Brilliant.",Good,3,Undead
ron weasley,"You're bloody well welcome!
Where will he take her?
Look inside him, Harry.",Good,3,Undead
ron weasley,"Find out where he is. If we find him, we find the snake. Then we're one step closer to ending this.
He's gone. The snake too.
Never! Do you hear me! NEVER!",Good,3,Undead
ron weasley,"We thought you'd gone to the forest, we thought you might be --
Are you mad! No!
Rubbish! You can't just give yourself up to him -- Hermione squeezes Ron's arm, silencing him.",Good,3,Undead
ron weasley,"Liar!
He saved your life.
Well done, Malfoy!",Good,3,Undead
ron weasley,"Hermione!
Not exactly leaving the place better than we found it, are we?
But that means...",Good,3,Undead
ron weasley,What do you reckon we should do with it?,Good,3,Undead
woman,"Anything off the trolley, dears?
Don't despair, Elphias.  I'm told he's been thoroughly unriddled by Rita Skeeter.  In 800 pages no less.
Wicked scar.",Trash,0,Trash
woman,"Level Two.  Department of Magical Law Enforcement, including Wizengamot Administration Services, Auror Headquarters and Improper Use of Magic Department.",Trash,0,Trash
hermione granger,"Has anyone seen a toad? A boy named Neville's lost one.
Oh, are you doing magic? Let's see then.
Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  Oculus Reparo.  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?",Good,3,Undead
hermione granger,"Pleasure. You two better change into your robes. I expect we'll be arriving soon.  You've got dirt, on your nose, by the way, did you know? Just there.
It's not real, the ceiling. It's just bewitched to look like the night sky. I read about it in Hogwarts: A History.
Oh, no. Okay, relax.",Good,3,Undead
hermione granger,"Nearly headless? How can you be nearly headless?
I've read about those. When the smoke turns red,  it means you've forgotten something.
Up. Up. Up. Up.",Good,3,Undead
hermione granger,"Harry, no way! You heard what Madam Hooch said! Besides, you don't even know how to fly.  What an idiot.
You won't make a fool of yourself. It's in your blood.
The staircases change, remember?",Good,3,Undead
hermione granger,"We're not supposed to be here. This is the 3rd floor. It's forbidden.
Oh, move over!  Alohomora.  Get in.
Standard book of spells, Chapter 7.",Good,3,Undead
hermione granger,"Filch is gone.
It was locked.
You don't use your eyes, do you? Didn't you see what it was standing on?",Good,3,Undead
hermione granger,"It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.
That's right. Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed... or worse, expelled!
Stop, stop, stop. You're going to take someone's eye out. Besides, you're saying it wrong. It's Levi-o-sa, not Leviosar.",Good,3,Undead
hermione granger,"Wingardium Leviosa.
Help! Help!
Ahhh! Help!",Good,3,Undead
hermione granger,"Swish and flick!
Is it...dead?
It's my fault, Professor McGonagall.",Good,3,Undead
hermione granger,"I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me...I'd probably be dead.
Ron's right, Harry. You're gonna need your strength today.
Blood?",Good,3,Undead
hermione granger,"But why would anyone go near that dog?
So you're saying...
Bit early for mail, isn't it?",Good,3,Undead
hermione granger,"It's Snape! He's jinxing the broom!
Leave it to me.
Lacarnum Inflamarae.",Good,3,Undead
hermione granger,"Whoo-hoo!
That thing has a name?
Hogwarts teacher or not, I know a spell when I see one. I've read all about them. You've got to keep eye contact and Snape wasn't blinking.",Good,3,Undead
hermione granger,"I don't know.
That's totally barbaric!
See you haven't.",Good,3,Undead
hermione granger,"Good, you can help Harry, then. He's going to go and look in the library for information on Nicholas Flamel.
Not in the restricted section. Happy Christmas.
Look at you playing with your cards. Pathetic! We've got final exams coming up soon.",Good,3,Undead
hermione granger,"All right, what are the three most crucial ingredients in a Forgetfulness Potion?
And what, may I ask, do you plan to do if this comes up in the final exam?
No, you won't! Besides, according to Professor McGonagall, we're to be given special quills bewitched with an anti-cheating spell.",Good,3,Undead
hermione granger,"Follow me!
I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.
Of course! Here it is!  ""Nicholas Flamel is the only known maker of the Philosopher's Stone!""",Good,3,Undead
hermione granger,"Honestly, don't you two read? ""The Philosopher's Stone is a legendary substance with astonishing powers. It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal.""
It means you'll never die.
""The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!"" That's what Fluffy's guarding on the 3rd floor. That's what's under the trapdoor...the Philosopher's Stone!",Good,3,Undead
hermione granger,"We know about the Philosopher's Stone!
Of course! There are other things defending the Stone, aren't there? Spells, enchantments.
Is that...a dragon?",Good,3,Undead
hermione granger,"Well, that's good, isn't it? He'll be with his own kind.
Harry!
You mean You-Know-Who's out there, right now, in the forest?",Good,3,Undead
hermione granger,"Hang on a minute.  We're forgetting one thing. Who's the one wizard Voldemort always feared? Dumbledore. As long as Dumbledore's around, Harry, you're safe. As long as Dumbledore's around, you can't be touched.
I've always heard Hogwarts' end of the year exams were frightful, but I found that rather enjoyable.
It's happened before.",Good,3,Undead
hermione granger,"What is it?
And with Dumbledore gone
Uh...we were just...",Good,3,Undead
hermione granger,"Now what do we do?
Neville, I'm really, really sorry about this... Petrificus Totalus.
Sorry.",Good,3,Undead
hermione granger,"Ow! You stood on my foot!
Alohomora.
The harp. It stopped playing.",Good,3,Undead
hermione granger,"Stop moving, both of you. This is Devil's Snare. You have to relax. If you don't, it will only kill you faster.
Just relax!
Do what I say. Trust me.",Good,3,Undead
hermione granger,"Are you okay?
He's not relaxing, is he?
We've got to do something!",Good,3,Undead
hermione granger,"Uh! I remember reading something in Herbology.
Um Devil's Snare, Devil's Scare,  it's deadly fun...but will sulk in the sun! That's it! Devil's Snare hates sunlight!  Lumus Solem!
What is that?",Good,3,Undead
hermione granger,"Curious. I've never seen birds like these.
What's this all about?
Ugh! What're we going to do? There must be 1000 keys up there!",Good,3,Undead
hermione granger,"What's wrong, Harry?
I don't like this. I don't like this at all.
Now what do we do?",Good,3,Undead
hermione granger,"What happens now?
Ron, you don't suppose this is going to be like...real wizard's chess, do you?
What is it?",Good,3,Undead
hermione granger,"No, Ron, you can't!  There must be another way!
You'll be okay, Harry. You're a great wizard, you really are.
Me? Books and cleverness? There are more important things. Friendship, and bravery. And Harry, just be careful.",Good,3,Undead
hermione granger,"Never better.
We're tied with Slytherin!
Come on, Harry.",Good,3,Undead
hermione granger,"Feels strange to be going home, doesn't it?
Harry! Hagrid!
Oh, it's so good to see you!",Good,3,Undead
hermione granger,"What did you do to your glasses? Oculus reparo.
Ok! Bye!
Come on! Everyone's been so worried.",Good,3,Undead
hermione granger,"Fear of a name only increase fear of the thing itself.
Mandrake, or Mandragora, is used to return those who have been Petrified to their original state. It's also quite dangerous. The Mandrake's cry is fatal to anyone who hears it.
Get off me!",Good,3,Undead
hermione granger,"Immobulus!
At least no one on the Gryffindor team had to buy their way in. They got it on pure talent.
You okay, Ron? Say something!",Good,3,Undead
hermione granger,"He called me a Mudblood.
It means “dirty blood.” Mudblood's a really foul name for someone who is Muggle-born. Someone with non-magic parents. Someone like me. It's not a term one usually hears in civilized conversation.
Harry!",Good,3,Undead
hermione granger,"Voice? What voice?
Harry, wait! Not so fast!
'The Chamber of Secrets has been opened… enemies the heir… beware.' It's written in blood.",Good,3,Undead
